engine_id,operating_hour,hours_since_last_overhaul,days_since_last_maintenance,load_percent,rpm,exhaust_gas_temp_c,exhaust_gas_temp_deviation_c,cooling_water_temp_c,lube_oil_pressure_bar,lube_oil_temp_c,fuel_consumption_rate_kg_h,turbocharger_rpm,vibration_mm_s,lube_oil_fe_ppm,lube_oil_cu_ppm,ambient_temp_c,sea_state,fuel_air_ratio,injection_timing_deg_btdc,remaining_useful_life_hours,anomaly_flag,failure_event,failure_within_48h
ENG-01,158,158,17,80.23,865.0,405.7,6.82,71.45,4.116,60.32,216.46,20730.0,2.631,6.6,7.94,30.0,Calm,0.0587,18.56,342,0,0,0
ENG-01,159,159,17,84.23,845.1,406.0,4.67,69.93,4.246,60.69,210.17,20578.0,2.317,5.75,8.25,29.7,Calm,0.0576,18.48,341,0,0,0
ENG-01,160,160,17,85.52,847.1,401.3,4.63,72.45,4.142,56.95,212.89,20493.0,2.511,6.01,8.03,31.5,Calm,0.0559,18.78,340,0,0,0
ENG-01,161,161,17,80.69,855.6,397.8,2.27,73.35,4.171,59.96,220.25,20272.0,2.472,5.59,8.69,30.4,Calm,0.0554,18.61,339,0,0,0
ENG-01,162,162,17,86.49,866.9,405.0,3.37,73.15,4.036,60.67,211.41,20157.0,2.398,5.4,8.35,30.0,Calm,0.0576,18.6,338,0,0,0
ENG-01,163,163,17,87.16,860.6,402.3,4.89,70.87,4.115,59.12,219.33,21019.0,2.265,6.25,8.01,31.0,Calm,0.0574,18.24,337,0,0,0
ENG-01,164,164,17,82.79,863.0,405.7,2.11,71.77,4.179,58.59,213.85,20137.0,2.342,5.41,8.2,29.6,Calm,0.0556,18.53,336,0,0,0
ENG-01,165,165,17,83.37,856.8,406.6,0.36,72.0,3.989,60.13,227.5,20532.0,2.25,6.66,8.4,30.9,Calm,0.0592,18.92,335,0,0,0
ENG-01,166,166,17,78.9,862.1,402.5,1.35,73.19,4.373,59.81,218.11,20378.0,2.367,6.29,8.29,30.5,Calm,0.0584,18.84,334,0,0,0
ENG-01,167,167,17,81.2,846.7,405.7,4.99,74.31,4.145,62.29,212.44,20288.0,2.238,6.54,8.3,30.8,Calm,0.0579,18.93,333,0,0,0
ENG-01,168,168,18,83.37,852.0,404.6,5.78,72.05,4.066,60.61,219.51,20440.0,2.273,5.33,8.44,31.0,Calm,0.0605,18.61,332,0,0,0
ENG-01,169,169,18,83.52,868.5,398.1,1.7,72.44,4.139,61.47,215.38,20983.0,2.278,5.65,7.97,30.1,Calm,0.0565,18.81,331,0,0,0
ENG-01,170,170,18,81.83,861.2,395.5,5.53,70.07,4.212,59.96,220.73,20418.0,2.379,5.56,7.93,31.2,Calm,0.0563,18.54,330,0,0,0
ENG-01,171,171,18,84.54,852.0,411.8,3.29,70.74,4.232,61.2,211.64,20430.0,2.527,6.41,8.12,30.3,Calm,0.0592,18.73,329,0,0,0
ENG-01,172,172,18,83.02,872.7,400.4,0.44,70.44,4.308,60.45,215.93,20258.0,2.436,5.23,8.54,28.6,Calm,0.0553,19.14,328,0,0,0
ENG-01,173,173,18,84.44,856.8,399.6,4.0,70.63,4.208,62.29,227.14,20949.0,2.568,7.0,7.89,30.2,Calm,0.0606,18.18,327,0,0,0
ENG-01,174,174,18,82.42,856.2,404.6,0.61,72.28,4.063,58.33,209.81,21011.0,2.364,6.09,7.82,31.8,Calm,0.0562,18.24,326,0,0,0
ENG-01,175,175,18,84.34,852.7,412.2,3.6,69.99,4.174,62.07,207.1,20755.0,2.291,7.97,7.95,30.4,Calm,0.0546,18.87,325,0,0,0
ENG-01,176,176,18,87.72,845.9,399.7,3.55,70.64,4.321,60.98,207.83,20530.0,2.449,5.55,8.17,29.1,Calm,0.0584,18.65,324,0,0,0
ENG-01,177,177,18,85.49,865.6,402.6,2.7,72.2,4.228,62.23,214.56,20082.0,2.251,7.14,8.12,30.4,Calm,0.0573,19.47,323,0,0,0
ENG-01,178,178,18,84.75,873.7,407.1,4.28,72.15,4.169,61.43,213.82,20339.0,2.221,5.7,8.31,31.8,Calm,0.0549,19.02,322,0,0,0
ENG-01,179,179,18,85.65,870.7,395.4,3.35,73.19,4.226,61.44,219.77,20262.0,2.222,5.86,8.16,30.6,Calm,0.0559,18.53,321,0,0,0
ENG-01,180,180,18,81.85,861.2,407.6,2.95,73.47,4.323,60.14,208.02,20568.0,2.227,6.58,8.08,31.7,Calm,0.0619,19.53,320,0,0,0
ENG-01,181,181,18,88.83,857.0,400.5,3.19,71.08,4.246,61.22,200.78,20089.0,2.313,6.27,8.18,29.8,Calm,0.0557,18.66,319,0,0,0
ENG-01,182,182,18,87.71,860.9,400.8,4.38,71.44,4.204,64.02,207.97,20077.0,2.286,7.05,7.9,30.8,Calm,0.0588,18.77,318,0,0,0
ENG-01,183,183,18,88.96,853.1,404.3,2.7,70.8,4.174,61.56,211.32,20344.0,2.371,5.74,7.96,31.9,Calm,0.0589,18.49,317,0,0,0
ENG-01,184,184,18,80.59,861.1,404.1,3.0,74.04,4.06,61.12,209.76,20655.0,2.268,5.29,8.83,30.0,Calm,0.0589,18.81,316,0,0,0
ENG-01,185,185,18,86.59,869.7,404.6,4.04,72.51,4.232,60.04,217.62,20257.0,2.421,7.04,8.56,30.0,Calm,0.0572,18.75,315,0,0,0
ENG-01,186,186,18,89.47,865.5,402.3,4.59,73.76,4.087,59.8,215.56,20578.0,2.472,5.38,8.4,30.6,Calm,0.0565,18.7,314,0,0,0
ENG-01,187,187,18,88.01,866.7,405.8,2.96,71.59,4.251,60.85,207.12,20524.0,2.411,5.41,8.14,29.6,Calm,0.0553,18.65,313,0,0,0
ENG-01,188,188,18,86.96,862.3,400.4,1.08,72.05,4.15,58.87,220.7,20735.0,2.318,5.82,7.96,29.4,Calm,0.0576,18.71,312,0,0,0
ENG-01,189,189,18,86.38,851.4,404.4,1.89,71.98,4.103,61.09,212.26,20450.0,2.472,5.96,7.92,29.1,Calm,0.0583,18.81,311,0,0,0
ENG-01,190,190,18,81.07,864.8,405.6,5.04,72.38,4.145,60.85,216.83,20438.0,2.263,5.69,8.05,31.9,Calm,0.0551,18.69,310,0,0,0
ENG-01,191,191,18,81.46,861.0,395.1,2.19,73.56,4.118,59.92,213.84,20444.0,2.259,5.84,9.02,30.3,Calm,0.0576,18.67,309,0,0,0
ENG-01,192,192,19,80.0,856.8,406.6,5.07,69.74,4.157,58.55,215.77,20231.0,2.408,6.17,8.35,33.0,Calm,0.0552,18.9,308,0,0,0
ENG-01,193,193,19,81.96,852.9,397.6,3.23,73.92,4.1,56.01,212.53,19976.0,2.235,5.32,7.87,30.9,Calm,0.0552,18.81,307,0,0,0
ENG-01,194,194,19,83.09,871.9,409.2,1.11,75.09,4.124,59.86,217.24,20111.0,2.612,5.27,8.23,30.6,Calm,0.0582,18.82,306,0,0,0
ENG-01,195,195,19,84.7,848.7,402.4,0.74,68.79,4.077,59.08,214.64,20338.0,2.283,5.26,8.31,30.6,Calm,0.0587,18.92,305,0,0,0
ENG-01,196,196,19,86.91,857.4,401.9,2.41,71.62,4.03,60.01,213.65,20227.0,2.208,5.38,8.03,29.7,Calm,0.0603,18.41,304,0,0,0
ENG-01,197,197,19,83.77,873.9,402.3,2.11,72.99,4.142,60.19,210.11,20383.0,2.413,6.12,7.86,31.4,Calm,0.0565,19.09,303,0,0,0
ENG-01,198,198,19,87.5,871.0,410.3,5.77,71.84,4.257,57.43,210.38,20426.0,2.41,6.42,7.84,30.5,Calm,0.0575,19.58,302,0,0,0
ENG-01,199,199,19,87.03,862.3,411.0,2.75,71.97,4.291,62.3,219.74,19926.0,2.616,5.99,8.01,29.2,Calm,0.0557,19.17,301,0,0,0
ENG-01,200,200,19,82.33,862.3,401.1,3.98,72.25,4.263,61.95,213.21,20852.0,2.255,5.73,7.87,31.6,Calm,0.0587,18.54,300,0,0,0
ENG-01,201,201,19,80.12,863.4,405.1,7.01,73.12,4.02,60.96,214.67,20970.0,2.394,5.38,8.38,31.5,Calm,0.0569,19.15,299,0,0,0
ENG-01,202,202,19,84.46,862.2,412.4,0.34,70.48,4.213,59.77,215.99,20518.0,2.319,5.53,8.26,30.9,Calm,0.0597,18.57,298,0,0,0
ENG-01,203,203,19,81.08,866.6,404.7,1.63,73.11,4.056,59.98,212.95,19892.0,2.319,7.74,7.83,31.4,Calm,0.055,18.94,297,0,0,0
ENG-01,204,204,19,84.82,866.1,405.8,1.22,72.64,3.951,61.55,222.8,20483.0,2.44,6.94,7.85,28.9,Calm,0.0561,18.5,296,0,0,0
ENG-01,205,205,19,82.0,848.7,403.1,4.83,71.71,4.112,60.72,213.32,20136.0,2.469,6.55,8.18,31.4,Calm,0.0599,18.75,295,0,0,0
ENG-01,206,206,19,84.46,857.1,404.7,2.2,72.36,4.156,62.24,216.25,20430.0,2.29,5.22,8.22,29.8,Calm,0.0568,18.13,294,0,0,0
ENG-01,207,207,19,85.65,856.9,398.0,6.32,71.43,4.149,61.07,222.75,20467.0,2.22,5.87,7.92,27.8,Calm,0.0573,18.43,293,0,0,0
ENG-01,208,208,19,86.79,864.2,400.3,1.85,70.99,4.126,60.88,201.7,21023.0,2.242,5.45,8.12,30.8,Calm,0.0613,18.84,292,0,0,0
ENG-01,209,209,19,81.87,852.0,408.7,4.28,71.01,4.174,62.52,213.39,21074.0,2.386,6.3,8.18,30.7,Calm,0.0553,18.48,291,0,0,0
ENG-01,210,210,19,85.58,857.6,398.5,6.77,69.21,4.144,60.23,212.43,20771.0,2.467,5.67,7.95,31.9,Calm,0.0593,18.75,290,0,0,0
ENG-01,211,211,19,84.82,864.0,415.3,6.27,70.0,4.091,58.14,211.46,20143.0,2.479,6.3,7.96,29.9,Calm,0.0556,17.86,289,0,0,0
ENG-01,212,212,19,83.51,851.7,407.2,4.86,71.89,4.148,59.86,220.3,20452.0,2.214,5.38,8.25,31.2,Calm,0.0549,18.67,288,0,0,0
ENG-01,213,213,19,86.69,862.9,403.3,4.99,70.69,4.122,59.95,212.53,20448.0,2.338,5.25,8.05,29.2,Calm,0.0585,19.15,287,0,0,0
ENG-01,214,214,19,83.92,856.4,405.5,4.6,69.01,3.94,62.3,215.62,20732.0,2.429,6.07,8.0,30.3,Calm,0.0608,19.08,286,0,0,0
ENG-01,215,215,19,85.5,864.0,405.0,5.52,71.8,4.198,60.66,211.3,20565.0,2.319,6.03,8.2,31.4,Calm,0.0562,18.87,285,0,0,0
ENG-01,216,216,20,83.2,862.3,401.1,6.43,73.97,4.363,60.85,201.96,20462.0,2.518,6.13,8.69,30.7,Calm,0.0543,19.15,284,0,0,0
ENG-01,217,217,20,82.06,865.2,400.0,5.28,70.82,4.317,58.77,209.83,20970.0,2.235,5.27,8.22,30.6,Calm,0.0596,17.79,283,0,0,0
ENG-01,218,218,20,88.14,851.8,403.8,3.27,73.67,4.121,62.05,207.98,20150.0,2.455,6.73,8.28,30.7,Calm,0.0568,18.79,282,0,0,0
ENG-01,219,219,20,89.81,864.9,407.9,1.07,69.71,4.152,60.72,211.65,20642.0,2.539,5.4,8.02,30.0,Calm,0.0586,18.71,281,0,0,0
ENG-01,220,220,20,81.07,846.6,401.2,1.03,71.71,4.178,62.13,213.29,20737.0,2.582,6.21,8.02,29.6,Calm,0.0579,18.48,280,0,0,0
ENG-01,221,221,20,79.71,850.7,401.9,5.35,73.55,4.26,59.0,203.33,20622.0,2.445,6.13,8.6,31.0,Calm,0.0558,19.19,279,0,0,0
ENG-01,222,222,20,86.14,857.9,405.3,4.61,70.92,4.138,60.1,218.44,20002.0,2.328,6.75,8.33,31.3,Calm,0.0568,18.4,278,0,0,0
ENG-01,223,223,20,78.53,857.8,403.5,4.98,71.06,4.159,59.41,225.13,20447.0,2.225,5.85,8.11,30.9,Calm,0.0592,18.55,277,0,0,0
ENG-01,224,224,20,79.23,860.5,402.2,2.99,71.86,4.164,60.3,208.22,20669.0,2.326,6.18,8.07,30.7,Calm,0.0566,18.67,276,0,0,0
ENG-01,225,225,20,81.75,868.0,405.0,2.23,70.38,4.14,58.64,214.23,20795.0,2.728,5.88,8.41,30.8,Calm,0.0562,18.73,275,0,0,0
ENG-01,226,226,20,86.74,850.1,406.8,3.65,73.42,4.248,62.09,214.64,20742.0,2.399,5.53,8.37,30.1,Calm,0.0559,19.34,274,0,0,0
ENG-01,227,227,20,83.3,843.9,398.7,2.77,72.75,4.076,59.3,210.96,20640.0,2.479,5.45,8.07,30.2,Calm,0.0601,18.65,273,0,0,0
ENG-01,228,228,20,84.35,860.0,402.9,6.06,68.1,4.141,62.28,210.84,20437.0,2.266,6.05,8.07,30.0,Calm,0.0604,18.98,272,0,0,0
ENG-01,229,229,20,92.06,847.4,401.4,0.76,69.57,3.993,59.59,220.06,20755.0,2.373,7.19,8.77,29.9,Calm,0.0609,18.75,271,0,0,0
ENG-01,230,230,20,86.87,844.0,406.7,1.56,71.68,4.127,61.71,217.22,20761.0,2.315,5.42,9.06,30.2,Calm,0.0601,18.63,270,0,0,0
ENG-01,231,231,20,80.96,861.9,402.5,4.0,72.42,4.21,60.09,213.56,20413.0,2.44,6.24,7.92,31.8,Calm,0.0585,18.79,269,0,0,0
ENG-01,232,232,20,82.17,851.8,407.0,0.72,73.97,4.143,60.4,215.6,20984.0,2.418,6.1,8.23,29.5,Calm,0.0602,18.73,268,0,0,0
ENG-01,233,233,20,79.36,866.2,403.9,2.86,72.09,4.28,60.19,215.75,20684.0,2.501,7.86,7.89,30.1,Calm,0.0567,18.14,267,0,0,0
ENG-01,234,234,20,81.09,866.1,405.6,2.59,71.31,4.103,58.96,223.26,20464.0,2.403,5.9,8.01,31.0,Calm,0.0566,19.18,266,0,0,0
ENG-01,235,235,20,85.49,863.4,405.3,2.3,74.5,4.202,60.47,215.63,20267.0,2.23,5.3,7.87,29.7,Calm,0.0546,18.74,265,0,0,0
ENG-01,236,236,20,82.81,860.9,399.4,2.21,71.88,4.138,60.9,210.18,20562.0,2.226,7.71,7.91,28.1,Calm,0.0589,18.53,264,0,0,0
ENG-01,237,237,20,85.3,857.2,401.7,1.73,71.46,3.999,61.78,218.14,20502.0,2.23,6.16,8.29,29.9,Calm,0.0542,18.68,263,0,0,0
ENG-01,238,238,20,80.27,863.7,402.1,4.37,70.99,4.314,60.21,215.5,20128.0,2.542,5.42,8.02,29.2,Calm,0.0573,18.64,262,0,0,0
ENG-01,239,239,20,78.9,851.0,407.7,1.17,73.77,4.069,64.04,213.6,20688.0,2.445,6.52,8.1,31.3,Calm,0.057,18.76,261,0,0,0
ENG-01,240,240,21,84.18,852.6,408.3,1.65,73.1,4.112,61.42,206.74,20643.0,2.321,5.24,8.11,29.7,Calm,0.0554,19.11,260,0,0,0
ENG-01,241,241,21,82.91,851.2,401.8,3.18,71.8,4.262,60.38,212.54,20146.0,2.272,5.37,8.29,30.6,Calm,0.057,18.79,259,0,0,0
ENG-01,242,242,21,83.18,851.4,399.3,2.41,73.32,4.155,61.08,209.54,20130.0,2.501,7.31,8.21,30.1,Calm,0.0582,19.23,258,0,0,0
ENG-01,243,243,21,84.39,867.5,408.8,2.73,70.72,4.126,62.05,217.88,20298.0,2.211,6.9,8.06,31.1,Calm,0.0555,18.58,257,0,0,0
ENG-01,244,244,21,84.24,861.1,400.1,2.78,70.62,4.206,61.3,218.83,20298.0,2.322,6.82,7.96,30.3,Calm,0.0552,18.1,256,0,0,0
ENG-01,245,245,21,87.72,858.0,414.8,4.62,73.36,3.948,61.61,215.25,20846.0,2.237,5.59,8.86,31.4,Calm,0.0598,18.94,255,0,0,0
ENG-01,246,246,21,83.45,848.8,407.5,5.14,71.1,4.303,59.57,209.72,20575.0,2.602,5.74,8.43,30.7,Calm,0.0607,18.33,254,0,0,0
ENG-01,247,247,21,87.16,845.4,401.7,3.41,74.24,4.122,57.53,208.68,21028.0,2.281,5.31,8.44,30.0,Calm,0.0579,18.59,253,0,0,0
ENG-01,248,248,21,85.49,849.6,406.9,0.76,71.62,4.076,61.09,214.85,20326.0,2.265,6.49,8.51,31.2,Calm,0.0592,18.25,252,0,0,0
ENG-01,249,249,21,79.36,857.1,410.1,1.96,71.17,3.871,60.54,218.05,20299.0,2.245,6.69,8.7,31.4,Calm,0.0586,18.7,251,0,0,0
ENG-01,250,250,21,83.14,869.4,407.4,4.93,73.95,3.938,59.96,208.93,20065.0,2.362,5.45,7.85,30.1,Calm,0.061,18.98,250,0,0,0
ENG-01,251,251,21,80.09,870.2,404.9,2.0,72.28,4.01,61.55,215.42,20085.0,2.561,5.67,8.43,30.5,Calm,0.0532,18.58,249,0,0,0
ENG-01,252,252,21,86.27,864.3,405.0,4.07,71.66,4.053,59.02,213.6,20143.0,2.263,5.84,7.98,31.8,Calm,0.0539,18.49,248,0,0,0
ENG-01,253,253,21,81.13,865.1,407.8,0.49,72.48,4.103,62.44,212.07,20185.0,2.384,5.27,8.14,30.9,Calm,0.0562,18.66,247,0,0,0
ENG-01,254,254,21,78.53,862.5,401.4,5.39,72.56,4.294,62.3,204.69,20019.0,2.31,5.77,7.99,30.8,Calm,0.058,18.21,246,0,0,0
ENG-01,255,255,21,87.48,854.9,403.4,4.91,70.92,4.101,61.09,207.14,20352.0,2.368,5.95,8.12,30.6,Calm,0.0581,19.17,245,0,0,0
ENG-01,256,256,21,86.81,859.7,402.4,1.27,73.23,4.16,60.41,228.07,20647.0,2.289,5.53,8.23,32.3,Calm,0.0536,18.27,244,0,0,0
ENG-01,257,257,21,81.85,862.6,401.6,5.48,71.69,4.163,62.23,214.64,20184.0,2.74,6.74,8.43,31.3,Calm,0.0576,18.62,243,0,0,0
ENG-01,258,258,21,82.89,854.4,399.3,0.12,71.73,4.227,61.13,217.03,20852.0,2.49,5.69,8.35,30.6,Calm,0.0577,18.88,242,0,0,0
ENG-01,259,259,21,84.7,861.1,402.0,1.66,72.12,4.15,57.56,216.18,20514.0,2.252,6.45,8.25,32.1,Calm,0.0548,19.11,241,0,0,0
ENG-01,260,260,21,82.31,854.6,400.9,2.24,70.33,4.063,60.5,222.88,20860.0,2.431,5.22,7.98,29.6,Calm,0.0588,18.91,240,0,0,0
ENG-01,261,261,21,84.62,865.1,395.7,0.45,73.44,4.148,59.12,217.96,19920.0,2.225,5.95,8.15,31.6,Calm,0.0579,18.67,239,0,0,0
ENG-01,262,262,21,85.72,855.6,399.7,1.14,72.58,4.067,60.78,209.5,20345.0,2.371,5.74,8.41,30.9,Calm,0.0584,18.84,238,0,0,0
ENG-01,263,263,21,88.58,859.3,407.0,2.4,73.75,4.066,60.35,220.16,20675.0,2.525,6.24,8.3,29.4,Calm,0.0548,19.29,237,0,0,0
ENG-01,264,264,22,85.84,864.6,403.8,0.73,73.09,4.3,59.01,219.86,20269.0,2.633,5.52,7.99,31.4,Calm,0.0557,19.14,236,0,0,0
ENG-01,265,265,22,83.27,866.5,407.6,0.86,67.5,4.165,61.93,220.69,20423.0,2.339,6.28,8.22,32.0,Calm,0.0587,18.79,235,0,0,0
ENG-01,266,266,22,84.91,865.0,400.8,3.4,73.96,4.186,59.63,215.95,20549.0,2.314,5.64,7.92,29.7,Calm,0.0573,18.75,234,0,0,0
ENG-01,267,267,22,80.86,849.9,404.6,5.14,73.44,4.048,61.02,214.21,20745.0,2.239,5.71,9.12,30.6,Calm,0.0546,18.5,233,0,0,0
ENG-01,268,268,22,84.69,841.0,406.5,0.11,69.01,4.212,59.32,219.84,20563.0,2.549,6.19,8.1,30.5,Calm,0.0572,18.77,232,0,0,0
ENG-01,269,269,22,86.22,850.1,401.3,4.88,70.04,4.219,59.87,212.1,20140.0,2.447,5.73,8.04,31.0,Calm,0.0561,18.15,231,0,0,0
ENG-01,270,270,22,84.91,873.1,408.3,0.52,69.01,4.086,61.4,211.24,20468.0,2.5,6.32,7.93,31.5,Calm,0.0573,19.21,230,0,0,0
ENG-01,271,271,22,84.59,868.9,408.2,3.86,70.87,4.316,60.74,219.43,20597.0,2.224,6.5,8.57,30.5,Calm,0.0631,18.77,229,0,0,0
ENG-01,272,272,22,85.94,851.7,403.9,4.91,71.48,4.11,60.56,214.18,20413.0,2.8,6.01,9.11,30.7,Calm,0.0588,18.67,228,0,0,0
ENG-01,273,273,22,83.0,867.2,411.2,0.97,70.9,4.154,59.68,213.8,19778.0,2.321,6.48,8.2,29.6,Calm,0.0584,19.27,227,0,0,0
ENG-01,274,274,22,83.92,869.0,408.2,6.02,73.24,4.27,60.21,200.75,20094.0,2.368,5.71,8.5,31.3,Calm,0.0575,18.84,226,0,0,0
ENG-01,275,275,22,85.52,863.7,401.9,0.42,70.76,4.123,61.39,207.19,20485.0,2.545,5.76,7.83,29.9,Calm,0.0565,18.53,225,0,0,0
ENG-01,276,276,22,87.41,858.0,399.1,2.83,71.46,3.923,60.83,214.65,20274.0,2.217,6.8,8.62,31.0,Calm,0.0574,18.27,224,0,0,0
ENG-01,277,277,22,81.44,861.4,398.0,4.74,70.93,4.348,59.46,216.74,20770.0,2.232,5.88,8.38,31.3,Calm,0.0584,18.89,223,0,0,0
ENG-01,278,278,22,78.41,858.2,403.0,3.08,70.48,4.167,61.78,210.34,20475.0,2.301,5.75,8.04,31.2,Calm,0.0591,19.15,222,0,0,0
ENG-01,279,279,22,80.26,861.4,395.6,4.34,68.66,4.293,61.06,213.17,20206.0,2.209,6.12,8.05,31.2,Calm,0.0527,18.52,221,0,0,0
ENG-01,280,280,22,84.77,857.8,404.9,5.99,72.55,4.111,62.07,212.61,20701.0,2.316,5.52,8.33,32.1,Calm,0.0591,18.55,220,0,0,0
ENG-01,281,281,22,78.63,863.3,406.0,1.7,71.64,4.199,59.66,217.49,20448.0,2.488,7.13,8.09,29.9,Calm,0.0561,19.14,219,0,0,0
ENG-01,282,282,22,86.94,866.0,406.9,0.12,73.63,4.143,63.54,217.71,20967.0,2.409,7.22,8.23,29.6,Calm,0.0598,19.47,218,0,0,0
ENG-01,283,283,22,84.72,856.1,412.1,1.93,72.43,4.022,62.12,217.84,20822.0,2.215,5.57,8.6,32.0,Calm,0.0534,18.66,217,0,0,0
ENG-01,284,284,22,80.51,858.8,412.4,3.34,71.53,4.104,60.33,217.79,20439.0,2.36,5.77,7.92,31.3,Calm,0.0573,18.21,216,0,0,0
ENG-01,285,285,22,85.31,866.1,408.0,4.71,74.05,4.198,60.01,214.15,20664.0,2.229,5.34,8.6,30.1,Calm,0.0549,18.64,215,0,0,0
ENG-01,286,286,22,87.86,867.2,406.5,3.24,70.9,4.084,63.66,219.62,20348.0,2.334,6.83,7.93,29.0,Calm,0.0549,18.97,214,0,0,0
ENG-01,287,287,22,88.12,858.8,404.2,4.43,72.22,4.264,59.68,217.37,19987.0,2.415,6.31,8.21,30.5,Calm,0.0581,18.19,213,0,0,0
ENG-01,288,288,23,83.68,856.6,401.5,5.74,74.03,4.196,59.96,214.07,20785.0,2.498,5.3,7.83,29.5,Calm,0.0572,19.05,212,0,0,0
ENG-01,289,289,23,85.08,861.4,405.3,0.13,73.44,3.985,61.74,211.28,19941.0,2.367,8.76,7.94,29.9,Calm,0.0586,18.59,211,0,0,0
ENG-01,290,290,23,84.95,858.0,399.9,3.1,73.41,4.29,60.25,212.93,20753.0,2.332,5.78,8.23,29.9,Calm,0.0551,18.57,210,0,0,0
ENG-01,291,291,23,85.43,860.4,406.7,0.84,71.62,4.144,60.63,219.54,20771.0,2.529,7.68,8.37,30.6,Calm,0.0572,18.53,209,0,0,0
ENG-01,292,292,23,86.21,864.2,401.3,2.49,72.97,4.111,63.21,222.12,20394.0,2.338,6.6,8.21,30.6,Calm,0.0565,18.83,208,0,0,0
ENG-01,293,293,23,86.09,857.9,402.6,1.08,74.06,4.079,60.47,219.74,20687.0,2.26,6.54,8.85,31.7,Calm,0.055,18.36,207,0,0,0
ENG-01,294,294,23,84.76,860.8,400.0,4.09,72.36,3.951,59.26,214.46,20864.0,2.309,5.33,8.43,31.9,Calm,0.0604,18.91,206,0,0,0
ENG-01,295,295,23,86.67,853.5,404.3,0.83,71.13,4.213,60.96,212.04,20594.0,2.27,5.4,7.92,29.1,Calm,0.06,19.02,205,0,0,0
ENG-01,296,296,23,89.94,858.1,406.4,6.47,72.57,4.378,59.31,220.94,21016.0,2.263,5.41,8.12,30.5,Calm,0.056,19.0,204,0,0,0
ENG-01,297,297,23,81.87,875.6,397.3,2.42,72.75,4.208,61.86,206.27,20343.0,2.344,5.64,7.96,30.8,Calm,0.0515,19.04,203,0,0,0
ENG-01,298,298,23,80.72,874.7,410.3,2.87,70.38,4.093,60.68,215.12,20255.0,2.295,6.0,8.17,29.4,Calm,0.0557,18.48,202,0,0,0
ENG-01,299,299,23,82.19,866.3,405.5,2.94,70.89,4.212,63.03,219.63,20688.0,2.346,6.62,8.72,31.0,Calm,0.056,18.86,201,0,0,0
ENG-01,300,300,23,83.19,860.3,396.8,0.04,72.31,4.159,60.23,218.45,20289.0,2.421,6.56,8.15,30.2,Calm,0.0537,18.43,200,0,0,0
ENG-01,301,301,23,81.63,858.8,410.1,2.48,72.67,4.246,60.65,219.1,19733.0,2.239,5.82,8.05,29.5,Calm,0.0527,18.87,199,0,0,0
ENG-01,302,302,23,86.12,858.7,407.0,4.68,71.47,4.188,62.59,209.01,20715.0,2.461,5.64,8.15,30.9,Calm,0.0565,18.38,198,0,0,0
ENG-01,303,303,23,84.8,844.1,403.8,4.23,72.74,4.181,59.59,207.02,20123.0,2.257,7.06,8.5,31.7,Calm,0.0598,18.4,197,0,0,0
ENG-01,304,304,23,83.09,843.6,402.9,1.73,70.03,4.212,60.1,211.09,20599.0,2.256,6.13,8.85,30.7,Calm,0.0582,18.73,196,0,0,0
ENG-01,305,305,23,80.32,859.8,400.0,6.7,71.86,4.221,62.86,215.15,20601.0,2.6,6.91,7.98,30.4,Calm,0.0595,19.44,195,0,0,0
ENG-01,306,306,23,84.35,849.3,394.7,3.96,73.06,4.097,60.87,220.43,20208.0,2.256,5.35,8.26,31.9,Calm,0.0593,18.58,194,0,0,0
ENG-01,307,307,23,83.25,845.9,400.7,1.82,69.02,4.146,60.46,211.94,20777.0,2.477,5.29,7.89,32.5,Calm,0.0569,18.67,193,0,0,0
ENG-01,308,308,23,85.22,844.6,402.6,0.86,70.27,4.074,58.74,218.04,20293.0,2.565,5.22,7.86,31.8,Calm,0.0533,19.14,192,0,0,0
ENG-01,309,309,23,86.28,852.1,405.6,2.01,73.38,4.19,63.15,215.65,20390.0,2.428,6.89,8.45,29.3,Calm,0.0595,19.02,191,0,0,0
ENG-01,310,310,23,81.48,850.1,405.1,2.38,71.38,4.031,61.02,218.18,20124.0,2.251,6.51,8.21,31.3,Calm,0.0543,18.84,190,0,0,0
ENG-01,311,311,23,81.45,839.8,403.1,4.12,73.26,3.97,61.12,211.99,20628.0,2.257,5.22,8.02,32.5,Calm,0.0591,18.51,189,0,0,0
ENG-01,312,312,24,86.91,870.1,401.9,0.94,72.47,4.262,60.26,218.37,20441.0,2.262,6.6,8.11,31.3,Calm,0.0585,18.94,188,0,0,0
ENG-01,313,313,24,87.79,853.6,401.7,1.19,72.54,4.108,62.94,207.36,20192.0,2.591,5.32,8.58,30.8,Calm,0.0556,19.0,187,0,0,0
ENG-01,314,314,24,83.67,855.5,410.9,5.22,72.84,4.115,60.32,218.56,20708.0,2.227,5.55,8.06,30.6,Calm,0.0568,18.74,186,0,0,0
ENG-01,315,315,24,85.53,846.7,404.1,0.53,70.58,4.257,60.92,214.69,20234.0,2.663,5.26,7.91,30.3,Calm,0.0609,18.61,185,0,0,0
ENG-01,316,316,24,81.12,860.4,407.4,3.54,70.15,4.106,60.07,210.45,20294.0,2.522,5.72,8.47,29.8,Calm,0.0566,18.71,184,0,0,0
ENG-01,317,317,24,84.66,853.6,403.2,1.34,69.2,4.212,64.1,218.18,20378.0,2.503,6.3,8.54,29.3,Calm,0.0585,18.82,183,0,0,0
